4	97	R L7CP	The tip of the left coronoid process in the sagittal plane	5	0	0	0	1	1	0	0
4	98	R L7RP	The deepest point between right condyle and coronoid process	1	0	0	0	1	0	0	0
4	99	R L8CP	The deepest point between left condyle and coronoid process	5	0	0	0	1	1	0	0
4	100	R L8RP	The most posterior point on the anterior border of right ascending ramus	1	0	0	0	1	0	0	0
4	43	L U1CP	The most posterior point on the anterior border of left ascending ramus	5	0	0	0	1	1	0	0
4	44	L U1RP	The most posterior point on posterior border of lower half of right ramus	1	0	0	0	1	0	0	0
4	78	L U2CP	The most posterior point on posterior border of lower half of left ramus	5	0	0	0	1	1	0	0
4	79	L U2RP	The point in the inferoposterior outline of the right mandible at which the surface turns from the inferior border into the posterior border	1	0	0	0	1	0	0	0
4	58	L L1CP	The point in the inferoposterior outline of the left mandible at which the surface turns from the inferior border into the posterior border	5	0	0	0	1	1	0	0
4	59	L L1RP	The most inferior point of inferior border of lower half of right ramus	1	0	0	0	1	0	0	0
4	101	L L2CP	The most inferior point of inferior border of lower half of left ramus	5	0	0	0	1	1	0	0
4	102	L L2RP	The deepest point between epiglottis and base of tongue	1	0	0	7	1	0	0	0
5	45	L U3CP	Upper dental midline point	3	0	0	1	1	0	0	0
5	46	L U3RP	The midpoint of the incisal maxillary right central incisor	3	0	0	1	1	0	0	0
5	80	L U4CP	The tip of the root of the maxillary right central incisor	3	0	0	1	1	0	0	0
5	81	L U4RP	The tip of the crown of the maxillary right canine	3	0	0	1	1	0	0	0
5	60	L L3CP	The tip of the root of the maxillary right canine	3	0	0	1	1	0	0	0
5	61	L L3RP	The tip of the mesiobuccal cusp of the maxillary right first molar crown	1	0	0	1	1	0	0	0
5	103	L L4CP	The tip of the mesiobuccal root of the maxillary right first molar	1	0	0	1	1	0	0	0
5	104	L L4RP	The tip of the palatal root of the maxillary right first molar	1	0	0	1	1	0	0	0
5	83	L U5CP	The midpoint of the incisal maxillary left central incisor	3	0	0	1	1	1	0	0
5	84	L U5RP	The tip of the root of the maxillary left central incisor	3	0	0	1	1	1	0	0
